Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:21:27,0.20167,11.59898,5.95898,5.64000
2023-05-11 13:21:28,0.19331,11.48766,5.84766,5.64000
2023-05-11 13:21:29,0.19128,11.54039,5.90039,5.64000
2023-05-11 13:21:30,0.20217,11.45055,5.81055,5.64000
2023-05-11 13:21:31,0.26258,12.05016,6.41016,5.64000
2023-05-11 13:21:32,0.22110,12.06789,6.58789,5.48000
2023-05-11 13:21:33,0.21062,11.62820,6.15820,5.47000
2023-05-11 13:21:34,0.18616,12.98922,7.19922,5.79000
2023-05-11 13:21:35,0.15903,14.73289,6.71289,8.02000
2023-05-11 13:21:36,0.16449,14.36812,6.82813,7.54000
2023-05-11 13:21:37,0.17199,12.67461,6.72461,5.95000
2023-05-11 13:21:38,0.17970,12.61656,6.97656,5.64000
2023-05-11 13:21:39,0.20870,13.16242,6.73242,6.43000
2023-05-11 13:21:41,0.22241,12.07914,6.11914,5.96000
2023-05-11 13:21:42,0.21710,11.54430,5.90430,5.64000
2023-05-11 13:21:43,0.22594,11.72984,6.08984,5.64000
2023-05-11 13:21:44,0.23977,11.95406,6.16406,5.79000
2023-05-11 13:21:45,0.23515,11.65953,6.01953,5.64000
2023-05-11 13:21:46,0.23211,11.18875,5.71875,5.47000
2023-05-11 13:21:47,0.22788,11.21219,5.74219,5.47000
2023-05-11 13:21:48,0.23269,11.35305,5.87305,5.48000
2023-05-11 13:21:49,0.22910,11.90312,5.95313,5.95000
0
