Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:24:13,0.14346,12.47094,6.21094,6.26000
2023-05-11 13:24:14,0.11538,12.08469,5.80469,6.28000
2023-05-11 13:24:15,0.10693,11.46586,5.50586,5.96000
2023-05-11 13:24:16,0.10750,11.41305,5.62305,5.79000
2023-05-11 13:24:17,0.10452,11.42477,5.63477,5.79000
2023-05-11 13:24:18,0.16723,12.16453,6.39453,5.77000
2023-05-11 13:24:19,0.33473,14.14719,8.36719,5.78000
2023-05-11 13:24:20,0.31438,14.24602,7.66602,6.58000
2023-05-11 13:24:21,0.37099,14.57297,8.79297,5.78000
2023-05-11 13:24:22,0.20640,13.10641,7.31641,5.79000
2023-05-11 13:24:24,0.19325,13.07500,7.12500,5.95000
2023-05-11 13:24:25,0.13043,11.93273,6.30273,5.63000
2023-05-11 13:24:26,0.10729,11.70992,5.91992,5.79000
2023-05-11 13:24:27,0.13784,11.73945,5.93945,5.80000
2023-05-11 13:24:28,0.11065,11.50078,5.55078,5.95000
2023-05-11 13:24:29,0.12124,11.70039,5.90039,5.80000
2023-05-11 13:24:30,0.14996,12.15125,6.53125,5.62000
2023-05-11 13:24:31,0.16189,13.51055,7.56055,5.95000
2023-05-11 13:24:32,0.17534,15.45789,7.58789,7.87000
2023-05-11 13:24:33,0.14477,12.91039,6.65039,6.26000
2023-05-11 13:24:34,0.12761,11.98344,6.02344,5.96000
2023-05-11 13:24:35,0.12395,11.95016,6.16016,5.79000
2023-05-11 13:24:36,0.20234,11.94438,5.98438,5.96000
2023-05-11 13:24:37,0.16904,12.53438,6.73438,5.80000
2023-05-11 13:24:38,0.18828,12.55781,6.75781,5.80000
2023-05-11 13:24:39,0.11612,11.72125,5.78125,5.94000
2023-05-11 13:24:40,0.22018,13.43852,7.47852,5.96000
2023-05-11 13:24:41,0.16291,12.26070,6.47070,5.79000
2023-05-11 13:24:42,0.21917,15.78570,7.59570,8.19000
2023-05-11 13:24:43,0.34590,15.29703,6.95703,8.34000
2023-05-11 13:24:44,0.14250,12.09633,5.98633,6.11000
2023-05-11 13:24:45,0.14286,12.21578,6.42578,5.79000
2023-05-11 13:24:46,0.13361,12.48305,6.37305,6.11000
2023-05-11 13:24:47,0.13667,11.82109,5.87109,5.95000
2023-05-11 13:24:48,0.13211,12.00055,6.06055,5.94000
