Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:19,0.38442,13.12023,7.49023,5.63000
2023-05-11 13:22:20,0.48441,13.30789,7.83789,5.47000
2023-05-11 13:22:21,0.48180,13.81516,8.03516,5.78000
2023-05-11 13:22:22,0.29401,13.42414,6.99414,6.43000
2023-05-11 13:22:23,0.25961,13.95195,8.00195,5.95000
2023-05-11 13:22:24,0.41310,14.70602,8.91602,5.79000
2023-05-11 13:22:25,0.28293,14.09844,8.14844,5.95000
2023-05-11 13:22:26,0.34441,14.66883,9.04883,5.62000
2023-05-11 13:22:27,0.24511,13.80367,8.01367,5.79000
2023-05-11 13:22:28,0.45761,14.91859,8.80859,6.11000
2023-05-11 13:22:29,0.59933,14.35250,8.56250,5.79000
2023-05-11 13:22:30,0.66976,14.24109,8.62109,5.62000
2023-05-11 13:22:31,0.75442,14.19445,8.56445,5.63000
2023-05-11 13:22:32,0.70678,13.85070,8.22070,5.63000
2023-05-11 13:22:33,0.48319,13.44188,7.17188,6.27000
