Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:21,0.50464,14.03180,8.09180,5.94000
2023-05-11 13:22:22,0.32892,12.76281,7.13281,5.63000
2023-05-11 13:22:23,0.25047,13.56359,7.93359,5.63000
2023-05-11 13:22:24,0.38899,14.42469,8.80469,5.62000
2023-05-11 13:22:25,0.30678,14.21016,8.41016,5.80000
2023-05-11 13:22:26,0.32523,14.22742,8.60742,5.62000
2023-05-11 13:22:27,0.25000,13.93641,8.31641,5.62000
2023-05-11 13:22:28,0.42101,14.30555,8.68555,5.62000
2023-05-11 13:22:29,0.58824,14.31734,8.52734,5.79000
2023-05-11 13:22:30,0.61519,15.36891,8.62891,6.74000
2023-05-11 13:22:31,0.76748,14.57305,8.62305,5.95000
2023-05-11 13:22:32,0.72889,14.22344,8.27344,5.95000
2023-05-11 13:22:33,0.49200,12.80211,7.16211,5.64000
