Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:24:02,0.14118,12.11812,6.32813,5.79000
2023-05-11 13:24:03,0.14573,12.32711,6.53711,5.79000
2023-05-11 13:24:04,0.28952,14.16117,8.20117,5.96000
2023-05-11 13:24:05,0.15701,12.48359,6.68359,5.80000
2023-05-11 13:24:06,0.14622,12.31352,6.35352,5.96000
2023-05-11 13:24:07,0.14963,12.21539,6.27539,5.94000
2023-05-11 13:24:08,0.19360,13.20188,7.42188,5.78000
2023-05-11 13:24:09,0.14706,12.44430,6.65430,5.79000
2023-05-11 13:24:10,0.12563,11.79977,6.00977,5.79000
2023-05-11 13:24:11,0.11967,11.47766,5.84766,5.63000
2023-05-11 13:24:12,0.13489,11.75875,5.96875,5.79000
