Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:24:02,0.14274,12.25859,6.30859,5.95000
2023-05-11 13:24:03,0.14477,12.34273,6.55273,5.79000
2023-05-11 13:24:04,0.29153,14.10039,8.15039,5.95000
2023-05-11 13:24:05,0.15591,12.49117,6.70117,5.79000
2023-05-11 13:24:06,0.14610,12.12422,6.32422,5.80000
2023-05-11 13:24:07,0.15404,12.21383,6.42383,5.79000
2023-05-11 13:24:08,0.19983,13.44000,7.50000,5.94000
2023-05-11 13:24:09,0.13602,12.34883,6.54883,5.80000
2023-05-11 13:24:10,0.12563,11.76094,5.96094,5.80000
2023-05-11 13:24:11,0.11967,11.53844,5.89844,5.64000
2023-05-11 13:24:12,0.13394,11.59898,5.95898,5.64000
