Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:23:56,0.13339,11.78422,5.82422,5.96000
2023-05-11 13:23:57,0.10478,11.59648,5.64648,5.95000
2023-05-11 13:23:58,0.11587,11.91453,5.64453,6.27000
2023-05-11 13:23:59,0.11661,12.56641,5.81641,6.75000
2023-05-11 13:24:00,0.29691,12.43648,6.64648,5.79000
2023-05-11 13:24:01,0.14908,12.21617,6.57617,5.64000
2023-05-11 13:24:02,0.14740,12.59438,6.48438,6.11000
2023-05-11 13:24:03,0.24210,13.47320,7.53320,5.94000
2023-05-11 13:24:04,0.18227,12.54148,6.77148,5.77000
2023-05-11 13:24:05,0.13985,12.29195,6.50195,5.79000
2023-05-11 13:24:06,0.14679,11.91109,6.12109,5.79000
2023-05-11 13:24:07,0.17391,12.90133,7.11133,5.79000
2023-05-11 13:24:08,0.19189,13.49281,7.38281,6.11000
2023-05-11 13:24:09,0.13138,12.02437,6.23438,5.79000
2023-05-11 13:24:10,0.12291,11.68648,5.89648,5.79000
2023-05-11 13:24:11,0.13083,11.69055,6.06055,5.63000
