Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:24:02,0.14118,12.11031,6.32031,5.79000
2023-05-11 13:24:03,0.14573,12.32539,6.52539,5.80000
2023-05-11 13:24:04,0.28785,14.04609,8.24609,5.80000
2023-05-11 13:24:05,0.15940,12.45797,6.66797,5.79000
2023-05-11 13:24:06,0.14610,12.11031,6.32031,5.79000
2023-05-11 13:24:07,0.14476,12.09430,6.15430,5.94000
2023-05-11 13:24:08,0.18319,13.10789,7.33789,5.77000
2023-05-11 13:24:09,0.16162,13.10008,6.83008,6.27000
2023-05-11 13:24:10,0.12552,12.13758,6.01758,6.12000
2023-05-11 13:24:11,0.11977,11.67891,5.87891,5.80000
2023-05-11 13:24:12,0.13621,11.75094,5.96094,5.79000
