Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:36,0.40367,14.00813,7.57813,6.43000
2023-05-11 13:22:37,0.43929,13.55531,7.44531,6.11000
2023-05-11 13:22:38,0.44133,13.88742,8.10742,5.78000
2023-05-11 13:22:39,0.32043,12.77242,6.98242,5.79000
2023-05-11 13:22:40,0.24074,12.76047,6.98047,5.78000
2023-05-11 13:22:41,0.20395,12.33274,6.55273,5.78000
2023-05-11 13:22:42,0.21933,13.16687,7.54688,5.62000
2023-05-11 13:22:43,0.21092,12.68430,6.90430,5.78000
2023-05-11 13:22:44,0.19349,12.51852,6.72852,5.79000
2023-05-11 13:22:45,0.43358,13.52437,7.73438,5.79000
2023-05-11 13:22:46,0.49791,13.35055,7.56055,5.79000
2023-05-11 13:22:47,0.55265,13.27805,7.49805,5.78000
2023-05-11 13:22:48,0.38043,12.68266,6.72266,5.96000
