Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:38,0.44643,13.81711,8.03711,5.78000
2023-05-11 13:22:39,0.32111,12.82930,7.02930,5.80000
2023-05-11 13:22:40,0.25791,13.09867,7.13867,5.96000
2023-05-11 13:22:41,0.20263,12.87531,6.44531,6.43000
2023-05-11 13:22:42,0.21974,13.26828,7.48828,5.78000
2023-05-11 13:22:43,0.21489,13.01664,7.05664,5.96000
2023-05-11 13:22:44,0.19553,12.74711,6.78711,5.96000
2023-05-11 13:22:45,0.40978,13.61797,7.66797,5.95000
2023-05-11 13:22:46,0.49791,13.35836,7.56836,5.79000
2023-05-11 13:22:47,0.55135,13.30953,7.51953,5.79000
2023-05-11 13:22:48,0.40586,12.58727,6.94727,5.64000
