Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:23:21,0.16162,12.19789,6.08789,6.11000
2023-05-11 13:23:22,0.14022,12.32492,6.04492,6.28000
2023-05-11 13:23:23,0.10637,11.71562,5.76563,5.95000
2023-05-11 13:23:24,0.11213,11.70820,5.90820,5.80000
2023-05-11 13:23:25,0.12353,11.90930,6.27930,5.63000
2023-05-11 13:23:26,0.13423,12.44430,6.65430,5.79000
2023-05-11 13:23:27,0.11651,12.02461,6.22461,5.80000
2023-05-11 13:23:29,0.10235,11.22750,5.43750,5.79000
2023-05-11 13:23:30,0.13998,11.67477,5.88477,5.79000
2023-05-11 13:23:31,0.10610,11.44430,5.65430,5.79000
2023-05-11 13:23:32,0.11686,11.70805,5.74805,5.96000
2023-05-11 13:23:33,0.13739,12.03984,6.08984,5.95000
2023-05-11 13:23:34,0.11789,11.88766,6.09766,5.79000
2023-05-11 13:23:35,0.17236,12.47344,6.52344,5.95000
2023-05-11 13:23:36,0.16987,12.99469,7.05469,5.94000
2023-05-11 13:23:37,0.11213,11.54992,5.91992,5.63000
2023-05-11 13:23:38,0.10953,11.53977,5.75977,5.78000
2023-05-11 13:23:39,0.11750,11.68453,5.89453,5.79000
2023-05-11 13:23:40,0.11863,11.80367,6.01367,5.79000
2023-05-11 13:23:41,0.10860,11.51461,5.72461,5.79000
2023-05-11 13:23:42,0.11176,11.71758,5.76758,5.95000
2023-05-11 13:23:43,0.10915,11.92055,5.81055,6.11000
2023-05-11 13:23:44,0.10544,11.53984,5.58984,5.95000
2023-05-11 13:23:45,0.38176,13.52047,7.73047,5.79000
2023-05-11 13:23:46,0.24415,13.85828,8.23828,5.62000
2023-05-11 13:23:47,0.28452,14.23336,8.44336,5.79000
2023-05-11 13:23:48,0.26695,14.99203,8.58203,6.41000
2023-05-11 13:23:49,0.15004,12.91078,6.80078,6.11000
2023-05-11 13:23:50,0.14912,12.54781,6.75781,5.79000
2023-05-11 13:23:51,0.12825,11.78062,6.14063,5.64000
2023-05-11 13:23:52,0.13138,12.02219,6.24219,5.78000
2023-05-11 13:23:53,0.13288,12.14524,6.36523,5.78000
2023-05-11 13:23:54,0.15896,12.20813,6.57813,5.63000
