Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:20:41,0.12887,11.59664,5.80664,5.79000
2023-05-11 13:20:42,0.11232,11.45031,5.82031,5.63000
2023-05-11 13:20:43,0.11204,11.18875,5.71875,5.47000
2023-05-11 13:20:44,0.10259,10.77898,5.45898,5.32000
2023-05-11 13:20:45,0.10443,11.00125,5.53125,5.47000
2023-05-11 13:20:46,0.10126,10.84930,5.52930,5.32000
2023-05-11 13:20:47,0.10535,11.03875,5.71875,5.32000
2023-05-11 13:20:48,0.10302,10.86297,5.54297,5.32000
2023-05-11 13:20:49,0.30126,12.46648,7.14648,5.32000
2023-05-11 13:20:50,0.14694,11.94828,6.48828,5.46000
2023-05-11 13:20:51,0.14979,11.58562,6.26563,5.32000
2023-05-11 13:20:52,0.13076,11.72023,6.24023,5.48000
