Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:05,0.31860,12.80383,7.17383,5.63000
2023-05-11 13:22:06,0.33333,13.03789,7.08789,5.95000
2023-05-11 13:22:07,0.35583,13.13203,7.33203,5.80000
2023-05-11 13:22:08,0.22048,12.80953,7.01953,5.79000
2023-05-11 13:22:09,0.46946,14.84461,9.22461,5.62000
2023-05-11 13:22:10,0.32296,14.01883,8.54883,5.47000
2023-05-11 13:22:11,0.19666,12.55406,6.91406,5.64000
2023-05-11 13:22:12,0.18428,12.68273,7.05273,5.63000
2023-05-11 13:22:13,0.21918,15.48250,7.31250,8.17000
2023-05-11 13:22:14,0.35606,12.97969,7.17969,5.80000
2023-05-11 13:22:15,0.39899,12.72750,6.93750,5.79000
2023-05-11 13:22:16,0.40833,12.68062,6.89063,5.79000
2023-05-11 13:22:18,0.31197,12.92492,7.29492,5.63000
0
