Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:07,0.35696,13.09469,7.30469,5.79000
2023-05-11 13:22:08,0.21594,12.99492,7.04492,5.95000
2023-05-11 13:22:09,0.46715,15.54883,9.29883,6.25000
2023-05-11 13:22:10,0.31960,14.11805,8.49805,5.62000
2023-05-11 13:22:11,0.19292,12.30422,6.82422,5.48000
2023-05-11 13:22:12,0.18394,12.72375,7.09375,5.63000
2023-05-11 13:22:13,0.22587,12.98156,7.35156,5.63000
2023-05-11 13:22:14,0.35913,12.77453,7.14453,5.63000
2023-05-11 13:22:16,0.39816,12.57336,6.94336,5.63000
2023-05-11 13:22:17,0.41417,13.52141,6.94141,6.58000
2023-05-11 13:22:18,0.29005,13.02242,7.23242,5.79000
