--2023-05-16 20:49:43--  https://hal-insu.archives-ouvertes.fr/insu-01140598/document
Resolving hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)... 193.48.96.10
Connecting to hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 109041523 (104M) [application/pdf]
Saving to: ‘./data/0.sdu/1185734.pdf’

     0K .......... .......... .......... .......... ..........  0%  944K 1m53s
    50K .......... .......... .......... .......... ..........  0% 1,87M 84s
   100K .......... .......... .......... .......... ..........  0% 1,88M 74s
   150K .......... .......... .......... .......... ..........  0% 48,1M 56s
   200K .......... .......... .......... .......... ..........  0% 1,93M 56s
   250K .......... .......... .......... .......... ..........  0%  105M 47s
   300K .......... .......... .......... .......... ..........  0%  241K 1m43s
   350K .......... .......... .......... .......... ..........  0%  569M 90s
   400K .......... .......... .......... .......... ..........  0%  478M 80s
   450K .......... .......... .......... .......... ..........  0%  560M 72s
   500K .......... .......... .......... .......... ..........  0%  247K 1m44s
   550K .......... .......... .......... .......... ..........  0%  544M 96s
   600K .......... .......... .......... .......... ..........  0%  551M 88s
   650K .......... .......... .......... .......... ..........  0%  609M 82s
   700K .......... .......... .......... .......... ..........  0%  247K 1m45s
   750K .......... .......... .......... .......... ..........  0%  444M 98s
   800K .......... .......... .......... .......... ..........  0%  494M 93s
   850K .......... .......... .......... .......... ..........  0%  458M 87s
   900K .......... .......... .......... .......... ..........  0%  247K 1m45s
   950K .......... .......... .......... .......... ..........  0%  423M 1m40s
  1000K .......... .......... .......... .......... ..........  0%  531M 95s
  1050K .......... .......... .......... .......... ..........  1%  549M 91s
  1100K .......... .......... .......... .......... ..........  1%  522M 87s
  1150K .......... .......... .......... .......... ..........  1%  246K 1m41s
  1200K .......... .......... .......... .......... ..........  1%  454M 97s
  1250K .......... .......... .......... .......... ..........  1%  583M 93s
  1300K .......... .......... .......... .......... ..........  1%  515M 90s
  1350K .......... .......... .......... .......... ..........  1%  247K 1m42s
  1400K .......... .......... .......... .......... ..........  1%  523M 98s
  1450K .......... .......... .......... .......... ..........  1%  588M 95s
  1500K .......... .......... .......... .......... ..........  1% 42,2M 92s
  1550K .......... .......... .......... .......... ..........  1%  248K 1m42s
  1600K .......... .......... .......... .......... ..........  1%  465M 99s
  1650K .......... .......... .......... .......... ..........  1%  601M 96s
  1700K .......... .......... .......... .......... ..........  1%  622M 93s
  1750K .......... .......... .......... .......... ..........  1%  246K 1m42s
  1800K .......... .......... .......... .......... ..........  1%  518M 1m40s
