--2023-05-16 21:18:01--  https://hal-insu.archives-ouvertes.fr/insu-01505991/document
Resolving hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)... 193.48.96.10
Connecting to hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 94381688 (90M) [application/pdf]
Saving to: ‘./data/0.sdu/1505991.pdf’

     0K .......... .......... .......... .......... ..........  0%  913K 1m41s
    50K .......... .......... .......... .......... ..........  0% 1,70M 77s
   100K .......... .......... .......... .......... ..........  0% 1,87M 67s
   150K .......... .......... .......... .......... ..........  0% 42,1M 51s
   200K .......... .......... .......... .......... ..........  0% 50,5M 41s
   250K .......... .......... .......... .......... ..........  0% 1,82M 42s
   300K .......... .......... .......... .......... ..........  0%  248K 89s
   350K .......... .......... .......... .......... ..........  0%  384M 78s
   400K .......... .......... .......... .......... ..........  0%  491M 69s
   450K .......... .......... .......... .......... ..........  0%  432M 63s
   500K .......... .......... .......... .......... ..........  0%  247K 91s
   550K .......... .......... .......... .......... ..........  0%  545M 83s
   600K .......... .......... .......... .......... ..........  0%  547M 77s
   650K .......... .......... .......... .......... ..........  0%  515M 71s
   700K .......... .......... .......... .......... ..........  0%  247K 91s
   750K .......... .......... .......... .......... ..........  0%  186M 85s
   800K .......... .......... .......... .......... ..........  0%  487M 80s
   850K .......... .......... .......... .......... ..........  0%  594M 76s
   900K .......... .......... .......... .......... ..........  1%  247K 91s
   950K .......... .......... .......... .......... ..........  1%  414M 87s
  1000K .......... .......... .......... .......... ..........  1%  511M 82s
  1050K .......... .......... .......... .......... ..........  1%  598M 79s
  1100K .......... .......... .......... .......... ..........  1%  523M 75s
  1150K .......... .......... .......... .......... ..........  1%  246K 87s
  1200K .......... .......... .......... .......... ..........  1%  459M 84s
  1250K .......... .......... .......... .......... ..........  1%  598M 81s
  1300K .......... .......... .......... .......... ..........  1%  526M 78s
  1350K .......... .......... .......... .......... ..........  1%  247K 88s
  1400K .......... .......... .......... .......... ..........  1%  531M 85s
  1450K .......... .......... .......... .......... ..........  1%  597M 82s
  1500K .......... .......... .......... .......... ..........  1%  612M 79s
  1550K .......... .......... .......... .......... ..........  1%  246K 88s
  1600K .......... .......... .......... .......... ..........  1%  472M 86s
  1650K .......... .......... .......... .......... ..........  1%  566M 83s
  1700K .......... .......... .......... .......... ..........  1%  616M 81s
  1750K .......... .......... .......... .......... ..........  1%  246K 88s
  1800K .......... .......... .......... .......... ..........  2%  473M 86s
  1850K .......... .......... .......... .......... ..........  2%  591M 84s
  1900K .......... .......... .......... .......... ..........  2%  610M 82s
  1950K .......... .......... .......... .......... ..........  2%  247K 89s
  2000K .......... .......... .......... .......... ..........  2%  379M 86s
  2050K .......... .......... .......... .......... ..........  2%  578M 84s
  2100K .......... .......... .......... .......... ..........  2%  347M 82s
  2150K .......... .......... .......... .......... ..........  2%  247K 89s
  2200K .......... .......... .......... .......... ..........  2%  372M 87s
  2250K .......... .......... .......... .......... ..........  2%  568M 85s
  2300K .......... .......... .......... .......... ..........  2%  572M 83s
  2350K .......... .......... .......... .......... ..........  2%  479M 81s
  2400K .......... .......... .......... .......... ..........  2%  246K 87s
  2450K .......... .......... .......... .......... ..........  2%  534M 85s
  2500K .......... .......... .......... .......... ..........  2%  599M 83s
  2550K .......... .......... .......... .......... ..........  2%  508M 82s
  2600K .......... .......... .......... .......... ..........  2%  247K 87s
  2650K .......... .......... .......... .......... ..........  2%  571M 85s
  2700K .......... .......... .......... .......... ..........  2%  601M 84s
