--2023-05-16 21:09:51--  https://hal-insu.archives-ouvertes.fr/insu-01278589/document
Resolving hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)... 193.48.96.10
Connecting to hal-insu.archives-ouvertes.fr (hal-insu.archives-ouvertes.fr)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 23265463 (22M) [application/pdf]
Saving to: ‘./data/0.sdu/1278589.pdf’

     0K .......... .......... .......... .......... ..........  0%  951K 24s
    50K .......... .......... .......... .......... ..........  0% 1,86M 18s
   100K .......... .......... .......... .......... ..........  0% 1,90M 16s
   150K .......... .......... .......... .......... ..........  0% 42,7M 12s
   200K .......... .......... .......... .......... ..........  1% 59,8M 10s
   250K .......... .......... .......... .......... ..........  1% 2,00M 10s
   300K .......... .......... .......... .......... ..........  1%  241K 22s
   350K .......... .......... .......... .......... ..........  1%  550M 19s
   400K .......... .......... .......... .......... ..........  1%  493M 17s
   450K .......... .......... .......... .......... ..........  2%  627M 15s
   500K .......... .......... .......... .......... ..........  2%  247K 22s
   550K .......... .......... .......... .......... ..........  2%  517M 20s
   600K .......... .......... .......... .......... ..........  2%  547M 18s
   650K .......... .......... .......... .......... ..........  3%  618M 17s
   700K .......... .......... .......... .......... ..........  3%  247K 22s
   750K .......... .......... .......... .......... ..........  3%  468M 20s
   800K .......... .......... .......... .......... ..........  3%  495M 19s
   850K .......... .......... .......... .......... ..........  3%  617M 18s
   900K .......... .......... .......... .......... ..........  4%  246K 22s
   950K .......... .......... .......... .......... ..........  4%  425M 21s
  1000K .......... .......... .......... .......... ..........  4%  553M 20s
  1050K .......... .......... .......... .......... ..........  4%  615M 19s
  1100K .......... .......... .......... .......... ..........  5% 86,3M 18s
  1150K .......... .......... .......... .......... ..........  5%  247K 21s
  1200K .......... .......... .......... .......... ..........  5%  477M 20s
  1250K .......... .......... .......... .......... ..........  5%  577M 19s
  1300K .......... .......... .......... .......... ..........  5%  533M 18s
  1350K .......... .......... .......... .......... ..........  6%  246K 21s
  1400K .......... .......... .......... .......... ..........  6%  523M 20s
  1450K .......... .......... .......... .......... ..........  6%  613M 19s
  1500K .......... .......... .......... .......... ..........  6%  606M 19s
  1550K .......... .......... .......... .......... ..........  7%  246K 21s
  1600K .......... .......... .......... .......... ..........  7%  473M 20s
  1650K .......... .......... .......... .......... ..........  7%  613M 19s
  1700K .......... .......... .......... .......... ..........  7%  629M 19s
  1750K .......... .......... .......... .......... ..........  7%  246K 20s
  1800K .......... .......... .......... .......... ..........  8%  515M 20s
  1850K .......... .......... .......... .......... ..........  8%  623M 19s
  1900K .......... .......... .......... .......... ..........  8%  621M 19s
  1950K .......... .......... .......... .......... ..........  8%  246K 20s
  2000K .......... .......... .......... .......... ..........  9%  373M 20s
  2050K .......... .......... .......... .......... ..........  9%  596M 19s
  2100K .......... .......... .......... .......... ..........  9%  617M 19s
  2150K .......... .......... .......... .......... ..........  9%  247K 20s
  2200K .......... .......... .......... .......... ..........  9%  377M 20s
  2250K .......... .......... .......... .......... .......... 10%  601M 19s
  2300K .......... .......... .......... .......... .......... 10%  598M 19s
  2350K .......... .......... .......... .......... .......... 10%  518M 18s
  2400K .......... .......... .......... .......... .......... 10%  247K 20s
  2450K .......... .......... .......... .......... .......... 11%  593M 19s
  2500K .......... .......... .......... .......... .......... 11%  625M 19s
  2550K .......... .......... .......... .......... .......... 11%  573M 18s
  2600K .......... .......... .......... .......... .......... 11%  246K 19s
  2650K .......... .......... .......... .......... .......... 11%  587M 19s
  2700K .......... .......... .......... .......... .......... 12%  610M 19s
  2750K .......... .......... .......... .......... .......... 12%  530M 18s
  2800K .......... .......... .......... .......... .......... 12%  246K 19s
  2850K .......... .......... .......... .......... .......... 12%  573M 19s
  2900K .......... .......... .......... .......... .......... 12%  317M 19s
  2950K .......... .......... .......... .......... .......... 13%  527M 18s
  3000K .......... .......... .......... .......... .......... 13%  247K 19s
  3050K .......... .......... .......... .......... .......... 13%  567M 19s
  3100K .......... .......... .......... .......... .......... 13%  625M 19s
  3150K .......... .......... .......... .......... .......... 14%  608M 18s
  3200K .......... .......... .......... .......... .......... 14%  246K 19s
  3250K .......... .......... .......... .......... .......... 14%  581M 19s
  3300K .......... .......... .......... .......... .......... 14%  590M 18s
  3350K .......... .......... .......... .......... .......... 14%  615M 18s
  3400K .......... .......... .......... .......... .......... 15%  247K 19s
  3450K .......... .......... .......... .......... .......... 15%  460M 19s
  3500K .......... .......... .......... .......... .......... 15%  615M 18s
  3550K .......... .......... .......... .......... .......... 15%  590M 18s
  3600K .......... .......... .......... .......... .......... 16%  246K 19s
  3650K .......... .......... .......... .......... .......... 16%  394M 18s
  3700K .......... .......... .......... .......... .......... 16%  580M 18s
  3750K .......... .......... .......... .......... .......... 16%  623M 18s
  3800K .......... .......... .......... .......... .......... 16%  479M 18s
  3850K .......... .......... .......... .......... .......... 17%  247K 18s
  3900K .......... .......... .......... .......... .......... 17%  582M 18s
  3950K .......... .......... .......... .......... .......... 17%  608M 18s
  4000K .......... .......... .......... .......... .......... 17%  439M 17s
  4050K .......... .......... .......... .......... .......... 18%  247K 18s
  4100K .......... .......... .......... .......... .......... 18%  562M 18s
  4150K .......... .......... .......... .......... .......... 18%  335M 18s
  4200K .......... .......... .......... .......... .......... 18%  493M 17s
  4250K .......... .......... .......... .......... .......... 18%  247K 18s
  4300K .......... .......... .......... .......... .......... 19%  590M 18s
  4350K .......... .......... .......... .......... .......... 19%  608M 17s
  4400K .......... .......... .......... .......... .......... 19%  505M 17s
  4450K .......... .......... .......... .......... .......... 19%  246K 18s
  4500K .......... .......... .......... .......... .......... 20%  568M 18s
  4550K .......... .......... .......... .......... .......... 20%  607M 17s
  4600K .......... .......... .......... .......... .......... 20%  564M 17s
  4650K .......... .......... .......... .......... .......... 20%  247K 18s
  4700K .......... .......... .......... .......... .......... 20%  449M 17s
  4750K .......... .......... .......... .......... .......... 21%  404M 17s
  4800K .......... .......... .......... .......... .......... 21%  501M 17s
  4850K .......... .......... .......... .......... .......... 21%  247K 17s
  4900K .......... .......... .......... .......... .......... 21%  409M 17s
  4950K .......... .......... .......... .......... .......... 22%  599M 17s
  5000K .......... .......... .......... .......... .......... 22%  559M 17s
  5050K .......... .......... .......... .......... .......... 22%  503M 17s
  5100K .......... .......... .......... .......... .......... 22%  247K 17s
  5150K .......... .......... .......... .......... .......... 22%  592M 17s
  5200K .......... .......... .......... .......... .......... 23%  499M 17s
  5250K .......... .......... .......... .......... .......... 23%  585M 16s
  5300K .......... .......... .......... .......... .......... 23%  246K 17s
  5350K .......... .......... .......... .......... .......... 23%  542M 17s
  5400K .......... .......... .......... .......... .......... 23%  497M 17s
  5450K .......... .......... .......... .......... .......... 24%  613M 16s
  5500K .......... .......... .......... .......... .......... 24%  246K 17s
  5550K .......... .......... .......... .......... .......... 24%  579M 17s
  5600K .......... .......... .......... .......... .......... 24%  489M 16s
  5650K .......... .......... .......... .......... .......... 25%  619M 16s
  5700K .......... .......... .......... .......... .......... 25%  246K 17s
  5750K .......... .......... .......... .......... .......... 25%  569M 16s
  5800K .......... .......... .......... .......... .......... 25%  553M 16s
  5850K .......... .......... .......... .......... .......... 25%  607M 16s
  5900K .......... .......... .......... .......... .......... 26%  247K 16s
  5950K .......... .......... .......... .......... .......... 26%  440M 16s
  6000K .......... .......... .......... .......... .......... 26%  493M 16s
  6050K .......... .......... .......... .......... .......... 26%  614M 16s
  6100K .......... .......... .......... .......... .......... 27%  247K 16s
  6150K .......... .......... .......... .......... .......... 27%  427M 16s
  6200K .......... .......... .......... .......... .......... 27%  312M 16s
  6250K .......... .......... .......... .......... .......... 27%  588M 16s
  6300K .......... .......... .......... .......... .......... 27%  632M 16s
  6350K .......... .......... .......... .......... .......... 28%  247K 16s
  6400K .......... .......... .......... .......... .......... 28%  459M 16s
  6450K .......... .......... .......... .......... .......... 28%  595M 16s
  6500K .......... .......... .......... .......... .......... 28%  524M 15s
  6550K .......... .......... .......... .......... .......... 29%  246K 16s
  6600K .......... .......... .......... .......... .......... 29%  524M 16s
  6650K .......... .......... .......... .......... .......... 29%  593M 15s
  6700K .......... .......... .......... .......... .......... 29%  619M 15s
  6750K .......... .......... .......... .......... .......... 29%  245K 16s
  6800K .......... .......... .......... .......... .......... 30%  467M 15s
  6850K .......... .......... .......... .......... .......... 30%  604M 15s
  6900K .......... .......... .......... .......... .......... 30%  528M 15s
  6950K .......... .......... .......... .......... .......... 30%  248K 15s
  7000K .......... .......... .......... .......... .......... 31%  523M 15s
  7050K .......... .......... .......... .......... .......... 31%  614M 15s
  7100K .......... .......... .......... .......... .......... 31%  618M 15s
  7150K .......... .......... .......... .......... .......... 31%  247K 15s
  7200K .......... .......... .......... .......... .......... 31%  266M 15s
  7250K .......... .......... .......... .......... .......... 32%  548M 15s
  7300K .......... .......... .......... .......... .......... 32%  609M 15s
  7350K .......... .......... .......... .......... .......... 32%  247K 15s
  7400K .......... .......... .......... .......... .......... 32%  393M 15s
  7450K .......... .......... .......... .......... .......... 33%  607M 15s
  7500K .......... .......... .......... .......... .......... 33%  574M 15s
  7550K .......... .......... .......... .......... .......... 33%  523M 14s
  7600K .......... .......... .......... .......... .......... 33%  246K 15s
  7650K .......... .......... .......... .......... .......... 33%  587M 15s
  7700K .......... .......... .......... .......... .......... 34%  607M 14s
  7750K .......... .......... .......... .......... .......... 34%  183M 14s
  7800K .......... .......... .......... .......... .......... 34%  247K 14s
  7850K .......... .......... .......... .......... .......... 34%  584M 14s
  7900K .......... .......... .......... .......... .......... 34%  595M 14s
  7950K .......... .......... .......... .......... .......... 35%  615M 14s
  8000K .......... .......... .......... .......... .......... 35%  246K 14s
  8050K .......... .......... .......... .......... .......... 35%  594M 14s
  8100K .......... .......... .......... .......... .......... 35%  627M 14s
  8150K .......... .......... .......... .......... .......... 36%  622M 14s
  8200K .......... .......... .......... .......... .......... 36%  247K 14s
  8250K .......... .......... .......... .......... .......... 36%  585M 14s
  8300K .......... .......... .......... .......... .......... 36%  608M 14s
  8350K .......... .......... .......... .......... .......... 36%  554M 14s
  8400K .......... .......... .......... .......... .......... 37%  246K 14s
  8450K .......... .......... .......... .......... .......... 37%  552M 14s
  8500K .......... .......... .......... .......... .......... 37%  617M 14s
  8550K .......... .......... .......... .......... .......... 37%  610M 14s
  8600K .......... .......... .......... .......... .......... 38%  247K 14s
  8650K .......... .......... .......... .......... .......... 38%  468M 14s
  8700K .......... .......... .......... .......... .......... 38%  595M 14s
  8750K .......... .......... .......... .......... .......... 38%  601M 13s
  8800K .......... .......... .......... .......... .......... 38%  247K 14s
  8850K .......... .......... .......... .......... .......... 39%  475M 13s
  8900K .......... .......... .......... .......... .......... 39%  616M 13s
  8950K .......... .......... .......... .......... .......... 39%  626M 13s
  9000K .......... .......... .......... .......... .......... 39%  526M 13s
  9050K .......... .......... .......... .......... .......... 40%  247K 13s
  9100K .......... .......... .......... .......... .......... 40%  583M 13s
  9150K .......... .......... .......... .......... .......... 40%  623M 13s
  9200K .......... .......... .......... .......... .......... 40%  431M 13s
  9250K .......... .......... .......... .......... .......... 40%  246K 13s
  9300K .......... .......... .......... .......... .......... 41%  585M 13s
  9350K .......... .......... .......... .......... .......... 41%  620M 13s
  9400K .......... .......... .......... .......... .......... 41%  573M 13s
  9450K .......... .......... .......... .......... .......... 41%  247K 13s
  9500K .......... .......... .......... .......... .......... 42%  570M 13s
  9550K .......... .......... .......... .......... .......... 42%  426M 13s
  9600K .......... .......... .......... .......... .......... 42%  415M 13s
  9650K .......... .......... .......... .......... .......... 42%  247K 13s
  9700K .......... .......... .......... .......... .......... 42%  532M 13s
  9750K .......... .......... .......... .......... .......... 43%  603M 12s
  9800K .......... .......... .......... .......... .......... 43%  559M 12s
  9850K .......... .......... .......... .......... .......... 43%  247K 13s
  9900K .......... .......... .......... .......... .......... 43%  444M 12s
  9950K .......... .......... .......... .......... .......... 44%  591M 12s
 10000K .......... .......... .......... .......... .......... 44%  311M 12s
 10050K .......... .......... .......... .......... .......... 44%  247K 12s
 10100K .......... .......... .......... .......... .......... 44%  429M 12s
 10150K .......... .......... .......... .......... .......... 44%  613M 12s
 10200K .......... .......... .......... .......... .......... 45%  553M 12s
 10250K .......... .......... .......... .......... .......... 45%  483M 12s
 10300K .......... .......... .......... .......... .......... 45%  247K 12s
 10350K .......... .......... .......... .......... .......... 45%  562M 12s
 10400K .......... .......... .......... .......... .......... 45%  476M 12s
 10450K .......... .......... .......... .......... .......... 46%  529M 12s
 10500K .......... .......... .......... .......... .......... 46%  247K 12s
 10550K .......... .......... .......... .......... .......... 46%  576M 12s
 10600K .......... .......... .......... .......... .......... 46%  544M 12s
 10650K .......... .......... .......... .......... .......... 47%  623M 12s
 10700K .......... .......... .......... .......... .......... 47%  246K 12s
 10750K .......... .......... .......... .......... .......... 47%  578M 12s
 10800K .......... .......... .......... .......... .......... 47%  500M 11s
 10850K .......... .......... .......... .......... .......... 47%  619M 11s
 10900K .......... .......... .......... .......... .......... 48%  247K 11s
 10950K .......... .......... .......... .......... .......... 48%  580M 11s
 11000K .......... .......... .......... .......... .......... 48%  543M 11s
 11050K .......... .......... .......... .......... .......... 48%  611M 11s
 11100K .......... .......... .......... .......... .......... 49%  247K 11s
 11150K .......... .......... .......... .......... .......... 49%  478M 11s
 11200K .......... .......... .......... .......... .......... 49%  502M 11s
 11250K .......... .......... .......... .......... .......... 49%  592M 11s
 11300K .......... .......... .......... .......... .......... 49%  246K 11s
 11350K .......... .......... .......... .......... .......... 50%  382M 11s
 11400K .......... .......... .......... .......... .......... 50%  561M 11s
 11450K .......... .......... .......... .......... .......... 50%  599M 11s
 11500K .......... .......... .......... .......... .......... 50%  539M 11s
 11550K .......... .......... .......... .......... .......... 51%  247K 11s
 11600K .......... .......... .......... .......... .......... 51%  458M 11s
 11650K .......... .......... .......... .......... .......... 51%  610M 11s
 11700K .......... .......... .......... .......... .......... 51%  535M 11s
 11750K .......... .......... .......... .......... .......... 51%  246K 11s
 11800K .......... .......... .......... .......... .......... 52%  534M 11s
 11850K .......... .......... .......... .......... .......... 52%  615M 10s
 11900K .......... .......... .......... .......... .......... 52%  615M 10s
 11950K .......... .......... .......... .......... .......... 52%  246K 10s
 12000K .......... .......... .......... .......... .......... 53%  473M 10s
 12050K .......... .......... .......... .......... .......... 53%  378M 10s
 12100K .......... .......... .......... .......... .......... 53%  600M 10s
 12150K .......... .......... .......... .......... .......... 53%  247K 10s
 12200K .......... .......... .......... .......... .......... 53%  526M 10s
 12250K .......... .......... .......... .......... .......... 54%  602M 10s
 12300K .......... .......... .......... .......... .......... 54%  619M 10s
 12350K .......... .......... .......... .......... .......... 54%  247K 10s
 12400K .......... .......... .......... .......... .......... 54%  388M 10s
 12450K .......... .......... .......... .......... .......... 55%  617M 10s
