--2023-05-16 14:37:31--  https://hal.science/hal-01149102/document
Resolving hal.science (hal.science)... 193.48.96.10
Connecting to hal.science (hal.science)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 128014172 (122M) [application/pdf]
Saving to: ‘./data/0.info/1153576.pdf’

     0K .......... .......... .......... .......... ..........  0%  790K 2m38s
    50K .......... .......... .......... .......... ..........  0% 1,56M 1m58s
   100K .......... .......... .......... .......... ..........  0% 1,59M 1m44s
   150K .......... .......... .......... .......... ..........  0% 1,55M 98s
   200K .......... .......... .......... .......... ..........  0% 9,55M 81s
   250K .......... .......... .......... .......... ..........  0%  564M 67s
   300K .......... .......... .......... .......... ..........  0%  242K 2m11s
   350K .......... .......... .......... .......... ..........  0%  319M 1m55s
   400K .......... .......... .......... .......... ..........  0%  477M 1m42s
   450K .......... .......... .......... .......... ..........  0%  592M 92s
   500K .......... .......... .......... .......... ..........  0%  458M 83s
   550K .......... .......... .......... .......... ..........  0%  245K 1m59s
   600K .......... .......... .......... .......... ..........  0%  528M 1m50s
   650K .......... .......... .......... .......... ..........  0%  602M 1m42s
   700K .......... .......... .......... .......... ..........  0%  612M 95s
   750K .......... .......... .......... .......... ..........  0%  248K 2m0s
   800K .......... .......... .......... .......... ..........  0%  431M 1m53s
   850K .......... .......... .......... .......... ..........  0%  501M 1m47s
   900K .......... .......... .......... .......... ..........  0%  324M 1m41s
   950K .......... .......... .......... .......... ..........  0%  247K 2m1s
  1000K .......... .......... .......... .......... ..........  0%  393M 1m55s
  1050K .......... .......... .......... .......... ..........  0%  610M 1m50s
  1100K .......... .......... .......... .......... ..........  0%  628M 1m45s
  1150K .......... .......... .......... .......... ..........  0%  247K 2m2s
  1200K .......... .......... .......... .......... ..........  0%  481M 1m57s
  1250K .......... .......... .......... .......... ..........  1%  514M 1m52s
  1300K .......... .......... .......... .......... ..........  1%  615M 1m48s
  1350K .......... .......... .......... .......... ..........  1%  246K 2m2s
  1400K .......... .......... .......... .......... ..........  1%  367M 1m58s
  1450K .......... .......... .......... .......... ..........  1%  592M 1m54s
  1500K .......... .......... .......... .......... ..........  1%  581M 1m50s
  1550K .......... .......... .......... .......... ..........  1%  246K 2m2s
  1600K .......... .......... .......... .......... ..........  1%  353M 1m59s
  1650K .......... .......... .......... .......... ..........  1%  599M 1m55s
  1700K .......... .......... .......... .......... ..........  1%  612M 1m52s
  1750K .......... .......... .......... .......... ..........  1%  594M 1m49s
  1800K .......... .......... .......... .......... ..........  1%  247K 1m59s
  1850K .......... .......... .......... .......... ..........  1%  578M 1m56s
  1900K .......... .......... .......... .......... ..........  1%  620M 1m53s
  1950K .......... .......... .......... .......... ..........  1%  618M 1m50s
  2000K .......... .......... .......... .......... ..........  1%  246K 2m0s
  2050K .......... .......... .......... .......... ..........  1%  564M 1m57s
  2100K .......... .......... .......... .......... ..........  1%  437M 1m54s
  2150K .......... .......... .......... .......... ..........  1%  596M 1m51s
  2200K .......... .......... .......... .......... ..........  1%  247K 2m0s
  2250K .......... .......... .......... .......... ..........  1%  479M 1m57s
  2300K .......... .......... .......... .......... ..........  1%  591M 1m55s
  2350K .......... .......... .......... .......... ..........  1%  622M 1m52s
  2400K .......... .......... .......... .......... ..........  1%  242K 2m0s
  2450K .......... .......... .......... .......... ..........  1%  557M 1m58s
  2500K .......... .......... .......... .......... ..........  2%  352M 1m55s
  2550K .......... .......... .......... .......... ..........  2%  604M 1m53s
  2600K .......... .......... .......... .......... ..........  2%  241K 2m1s
  2650K .......... .......... .......... .......... ..........  2%  465M 1m58s
  2700K .......... .......... .......... .......... ..........  2%  434M 1m56s
  2750K .......... .......... .......... .......... ..........  2%  609M 1m54s
  2800K .......... .......... .......... .......... ..........  2%  245K 2m1s
