Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:21:50,0.30059,12.73562,7.26563,5.47000
2023-05-11 13:21:51,0.28967,12.11672,6.63672,5.48000
2023-05-11 13:21:52,0.32050,12.81961,7.34961,5.47000
2023-05-11 13:21:53,0.31297,13.03844,7.39844,5.64000
2023-05-11 13:21:54,0.19704,12.92086,7.13086,5.79000
2023-05-11 13:21:55,0.18045,12.88766,7.09766,5.79000
2023-05-11 13:21:56,0.18924,14.99109,7.12109,7.87000
2023-05-11 13:21:57,0.20404,13.31906,7.03906,6.28000
2023-05-11 13:21:58,0.18233,12.60266,6.97266,5.63000
2023-05-11 13:21:59,0.25156,12.96398,7.33398,5.63000
2023-05-11 13:22:00,0.32879,12.93687,7.29688,5.64000
2023-05-11 13:22:01,0.32023,12.45820,6.65820,5.80000
2023-05-11 13:22:02,0.32383,12.47172,6.51172,5.96000
2023-05-11 13:22:03,0.31681,13.42828,6.98828,6.44000
2023-05-11 13:22:04,0.30091,12.92094,6.96094,5.96000
0
