Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:21:52,0.31240,12.94836,7.31836,5.63000
2023-05-11 13:21:53,0.25792,12.86633,7.23633,5.63000
2023-05-11 13:21:54,0.18539,12.99312,7.20313,5.79000
2023-05-11 13:21:55,0.18750,12.48758,7.01758,5.47000
2023-05-11 13:21:57,0.19334,12.81734,7.02734,5.79000
2023-05-11 13:21:58,0.19499,13.21961,7.09961,6.12000
2023-05-11 13:21:59,0.19105,12.63586,7.00586,5.63000
2023-05-11 13:22:00,0.31946,13.25891,7.62891,5.63000
2023-05-11 13:22:01,0.32660,12.54781,6.75781,5.79000
2023-05-11 13:22:02,0.32044,12.33703,6.70703,5.63000
2023-05-11 13:22:03,0.32776,12.12437,6.48438,5.64000
2023-05-11 13:22:04,0.29750,12.88172,7.26172,5.62000
