Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:21:08,0.26997,14.51828,8.73828,5.78000
2023-05-11 13:21:09,0.36633,13.99344,8.52344,5.47000
2023-05-11 13:21:10,0.14154,11.82195,6.50195,5.32000
2023-05-11 13:21:11,0.10293,11.30797,5.66797,5.64000
2023-05-11 13:21:12,0.10518,11.11086,5.63086,5.48000
2023-05-11 13:21:13,0.10293,10.88430,5.40430,5.48000
2023-05-11 13:21:14,0.10588,11.35305,5.87305,5.48000
2023-05-11 13:21:15,0.23051,13.08977,6.50977,6.58000
2023-05-11 13:21:16,0.17100,12.26469,6.30469,5.96000
2023-05-11 13:21:17,0.14310,11.73977,6.25977,5.48000
2023-05-11 13:21:18,0.16499,11.64406,6.16406,5.48000
