Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-05-11 13:22:50,0.13339,11.76070,5.97070,5.79000
2023-05-11 13:22:51,0.10880,11.51852,5.72852,5.79000
2023-05-11 13:22:52,0.10302,11.51484,5.71484,5.80000
2023-05-11 13:22:53,0.10394,11.38180,5.59180,5.79000
2023-05-11 13:22:54,0.10759,11.19430,5.40430,5.79000
2023-05-11 13:22:55,0.10151,11.60039,5.65039,5.95000
2023-05-11 13:22:56,0.10302,11.62969,5.67969,5.95000
2023-05-11 13:22:57,0.10768,11.78578,5.67578,6.11000
2023-05-11 13:22:58,0.10879,11.70602,5.91602,5.79000
2023-05-11 13:22:59,0.11065,11.83477,5.88477,5.95000
2023-05-11 13:23:00,0.13294,12.35023,6.24023,6.11000
2023-05-11 13:23:01,0.09975,11.54180,5.59180,5.95000
2023-05-11 13:23:02,0.10768,11.55547,5.60547,5.95000
2023-05-11 13:23:03,0.10693,11.69234,5.90234,5.79000
2023-05-11 13:23:04,0.10351,11.38961,5.59961,5.79000
2023-05-11 13:23:05,0.10377,11.69242,5.73242,5.96000
2023-05-11 13:23:06,0.10962,11.62984,5.83984,5.79000
2023-05-11 13:23:07,0.10944,11.49898,5.70898,5.79000
2023-05-11 13:23:08,0.14286,11.98727,6.19727,5.79000
2023-05-11 13:23:09,0.11606,12.16664,6.05664,6.11000
2023-05-11 13:23:10,0.11055,11.72359,5.93359,5.79000
2023-05-11 13:23:11,0.11319,11.59688,5.79688,5.80000
2023-05-11 13:23:12,0.11139,11.93047,5.98047,5.95000
2023-05-11 13:23:13,0.11564,12.17649,5.89648,6.28000
2023-05-11 13:23:14,0.13973,12.34828,6.23828,6.11000
2023-05-11 13:23:15,0.18841,12.67258,6.89258,5.78000
2023-05-11 13:23:16,0.32883,13.17063,7.39063,5.78000
2023-05-11 13:23:17,0.28799,12.72766,7.09766,5.63000
2023-05-11 13:23:18,0.30600,14.08274,7.80273,6.28000
2023-05-11 13:23:19,0.13003,12.16484,6.21484,5.95000
